时间,成交,金额,笔数
9:15,2.55,1275,0
9:15,2.55,34680,0
9:15,2.55,97410,0
9:15,2.55,34680,0
9:15,2.55,34680,0
9:15,2.55,37995,0
9:16,2.55,37995,0
9:17,2.55,37995,0
9:17,2.55,37995,0
9:17,2.55,37995,0
9:18,2.55,37995,0
9:18,2.55,50745,0
9:19,2.55,91035,0
9:19,2.55,91035,0
9:19,2.55,91035,0
9:20,2.55,91035,0
9:20,2.55,99195,0
9:21,2.55,99195,0
9:21,2.55,106845,0
9:22,2.55,106845,0
9:22,2.55,106845,0
9:22,2.55,106845,0
9:23,2.54,139192,0
9:23,2.54,213360,0
9:23,2.54,256032,0
9:23,2.54,292608,0
9:24,2.54,302768,0
9:24,2.54,427990,0
9:24,2.54,427990,0
9:24,2.54,427990,0
9:24,2.54,429514,0
9:25,2.53,575828,64
9:30,2.53,266915,20
9:30,2.53,807576,82
9:30,2.53,77418,25
9:30,2.53,42251,11
9:30,2.53,8855,4
9:30,2.53,8096,2
9:30,2.53,253,1
9:30,2.52,1512,2
9:30,2.53,104995,11
9:30,2.53,31625,3
9:30,2.53,440979,15
9:30,2.53,444774,99
9:30,2.54,6096,3
9:30,2.53,19481,14
9:30,2.54,192786,25
9:30,2.53,61226,23
9:30,2.54,187960,12
9:30,2.54,16510,3
9:30,2.54,253492,8
9:30,2.54,1270,2
9:31,2.53,1771,2
9:31,2.54,25400,2
9:31,2.54,3048,4
9:31,2.54,286512,52
9:31,2.54,22860,7
9:31,2.54,0,0
9:31,2.54,35560,4
9:31,2.54,508,2
9:31,2.54,0,0
9:31,2.54,0,0
9:31,2.54,25908,2
9:31,2.54,0,0
9:31,2.54,3810,1
9:31,2.55,66300,2
9:31,2.54,23876,4
9:31,2.54,0,0
9:31,2.54,762,1
9:31,2.54,0,0
9:31,2.55,10200,1
9:31,2.55,0,0
9:32,2.55,1595280,95
9:32,2.56,188160,11
9:32,2.56,15616,2
9:32,2.55,39525,4
9:32,2.55,0,0
9:32,2.56,2560,1
9:32,2.56,0,0
9:32,2.56,3072,1
9:32,2.55,4335,3
9:32,2.55,1785,7
9:32,2.56,70144,7
9:32,2.56,7680,1
9:32,2.56,52992,8
9:32,2.56,49920,1
9:32,2.55,3315,11
9:32,2.55,24480,15
9:32,2.55,0,0
9:32,2.55,0,0
9:32,2.55,0,0
9:32,2.55,0,0
9:33,2.55,0,0
9:33,2.55,2805,2
9:33,2.55,510,1
9:33,2.55,0,0
9:33,2.56,5120,1
9:33,2.56,3072,1
9:33,2.56,0,0
9:33,2.56,0,0
9:33,2.56,0,0
9:33,2.56,0,0
9:33,2.56,0,0
9:33,2.56,5376,3
9:33,2.56,0,0
9:33,2.55,34425,7
9:33,2.56,5888,2
9:33,2.56,49152,16
9:33,2.56,32256,4
9:33,2.56,0,0
9:33,2.56,2048,1
9:33,2.56,14848,15
9:34,2.55,23460,4
9:34,2.56,11264,4
9:34,2.56,807936,60
9:34,2.56,395008,29
9:34,2.55,11985,10
9:34,2.55,0,0
9:34,2.56,76800,1
9:34,2.56,0,0
9:34,2.56,0,0
9:34,2.56,512,1
9:34,2.56,0,0
9:34,2.56,28416,3
9:34,2.55,2295,2
9:34,2.55,0,0
9:34,2.56,11520,4
9:34,2.56,0,0
9:34,2.56,6912,2
9:34,2.56,0,0
9:34,2.56,6144,2
9:34,2.55,53550,2
9:35,2.55,6630,1
9:35,2.56,66560,6
9:35,2.56,0,0
9:35,2.56,0,0
9:35,2.56,27904,3
9:35,2.56,1792,3
9:35,2.56,4352,3
9:35,2.56,0,0
9:35,2.56,0,0
9:35,2.56,0,0
9:35,2.56,1536,6
9:35,2.56,80640,51
9:35,2.56,55808,8
9:35,2.56,1024,2
9:35,2.56,0,0
9:35,2.56,0,0
9:35,2.56,256,1
9:35,2.55,2550,3
9:35,2.56,48128,3
9:35,2.56,256,1
9:36,2.56,25600,1
9:36,2.56,0,0
9:36,2.56,0,0
9:36,2.56,0,0
9:36,2.56,5632,2
9:36,2.56,0,0
9:36,2.56,0,0
9:36,2.56,12800,2
9:36,2.56,11264,2
9:36,2.56,702464,53
9:36,2.57,84039,37
