时间,成交,金额,笔数
9:15,14.22,265914,0
9:15,14.22,1592640,0
9:15,14.22,2029194,0
9:15,14.22,2215476,0
9:15,14.22,2811294,0
9:15,14.22,3323214,0
9:15,14.22,3434130,0
9:15,14.22,3434130,0
9:15,14.22,3434130,0
9:15,14.22,3427020,0
9:15,14.22,3958848,0
9:15,14.22,3960270,0
9:15,14.22,3960270,0
9:15,14.22,3964536,0
9:15,14.22,4019994,0
9:15,14.22,5569974,0
9:15,14.22,5659560,0
9:15,14.22,5668092,0
9:15,14.22,5668092,0
9:16,14.22,5670936,0
9:16,14.22,5696532,0
9:16,14.22,5697954,0
9:16,14.22,5639652,0
9:16,14.22,5494608,0
9:16,14.22,5562864,0
9:16,14.22,4851864,0
9:16,14.22,4890258,0
9:16,14.22,4891680,0
9:16,14.22,4891680,0
9:16,14.22,4913010,0
9:16,14.22,4924386,0
9:16,14.22,4924386,0
9:16,14.22,4945716,0
9:16,14.22,4942872,0
9:16,14.22,4951404,0
9:16,14.22,4967046,0
9:16,14.22,4967046,0
9:16,14.22,4918698,0
9:17,14.22,4918698,0
9:17,14.22,4932918,0
9:17,14.22,4941450,0
9:17,14.22,4945716,0
9:17,14.22,4979844,0
9:17,14.22,4979844,0
9:17,14.22,4979844,0
9:17,14.22,4984110,0
9:17,14.22,4984110,0
9:17,14.22,4988376,0
9:17,14.22,4988376,0
9:17,14.22,5002596,0
9:17,14.22,4999752,0
9:17,14.22,5016816,0
9:17,14.22,5016816,0
9:17,14.22,5021082,0
9:17,14.22,5043834,0
9:17,14.22,5040990,0
9:18,14.22,4829112,0
9:18,14.22,4856130,0
9:18,14.22,4856130,0
9:18,14.22,4846176,0
9:18,14.22,4857552,0
9:18,14.22,4908744,0
9:18,14.22,4918698,0
9:18,14.22,4911588,0
9:18,14.22,5176080,0
9:18,14.22,5149062,0
9:18,14.22,5149062,0
9:18,14.22,5146218,0
9:18,14.22,5146218,0
9:18,14.22,5127732,0
9:18,14.22,5129154,0
9:18,14.22,5129154,0
9:18,14.22,5130576,0
9:18,14.22,5130576,0
9:18,14.22,5130576,0
9:18,14.22,5130576,0
9:19,14.22,5131998,0
9:19,14.22,5131998,0
9:19,14.22,5131998,0
9:19,14.22,5131998,0
9:19,14.22,5140530,0
9:19,14.22,5140530,0
9:19,14.22,5140530,0
9:19,14.22,5106402,0
9:19,14.22,5093604,0
9:19,14.22,5093604,0
9:19,14.22,5093604,0
9:19,14.22,5076540,0
9:19,14.22,4860396,0
9:19,14.22,4913010,0
9:19,14.22,4917276,0
9:19,14.22,4898790,0
9:19,14.22,4880304,0
9:19,14.22,4802094,0
9:19,14.22,4802094,0
9:19,14.22,4802094,0
9:20,14.22,4786452,0
9:20,14.22,4843332,0
9:20,14.22,4846176,0
9:20,14.23,5001845,0
9:20,14.23,5061611,0
9:20,14.23,5078687,0
9:20,14.23,5078687,0
9:20,14.23,5088648,0
9:20,14.23,5088648,0
9:20,14.22,5170392,0
9:20,14.22,5170392,0
9:20,14.22,5237226,0
9:20,14.22,5238648,0
9:20,14.22,5238648,0
9:20,14.22,5352408,0
9:20,14.22,5356674,0
9:20,14.22,5358096,0
9:20,14.22,5358096,0
9:20,14.22,5375160,0
9:20,14.22,5392224,0
9:21,14.22,5538690,0
9:21,14.23,5912565,0
9:21,14.23,5912565,0
9:21,14.23,5915411,0
9:21,14.23,5915411,0
9:21,14.23,5916834,0
9:21,14.23,5931064,0
9:21,14.23,5932487,0
9:21,14.23,5985138,0
9:21,14.23,5985138,0
9:21,14.23,5985138,0
9:21,14.23,5985138,0
9:21,14.23,5986561,0
9:21,14.23,6002214,0
9:21,14.23,6013598,0
9:21,14.23,6026405,0
9:21,14.23,6030674,0
9:21,14.23,6059134,0
9:21,14.23,6060557,0
9:22,14.23,6094709,0
9:22,14.23,6094709,0
9:22,14.23,6094709,0
9:22,14.23,6094709,0
9:22,14.23,6094709,0
9:22,14.23,6171551,0
9:22,14.23,6171551,0
9:22,14.23,6200011,0
9:22,14.23,6200011,0
9:22,14.23,6239855,0
9:22,14.23,6239855,0
9:22,14.23,6239855,0
9:22,14.23,6239855,0
9:22,14.23,6239855,0
9:22,14.23,6248393,0
9:22,14.23,6251239,0
9:22,14.23,6259777,0
9:22,14.23,6259777,0
9:22,14.23,6302467,0
9:22,14.23,6440498,0
9:23,14.23,6444767,0
9:23,14.23,6453305,0
9:23,14.23,6457574,0
9:23,14.23,6457574,0
9:23,14.23,6491726,0
9:23,14.25,6500850,0
9:23,14.25,6500850,0
9:23,14.26,6505412,0
9:23,14.28,6521676,0
9:23,14.27,6521390,0
9:23,14.28,6525960,0
9:23,14.34,6553380,0
9:23,14.34,6577758,0
9:23,14.34,6577758,0
9:23,14.34,6584928,0
9:23,14.35,6589520,0
9:23,14.35,6602435,0
9:23,14.35,6602435,0
9:23,14.38,6620552,0
9:23,14.3,7194330,0
9:24,14.34,7227360,0
9:24,14.39,7340339,0
9:24,14.4,7345440,0
9:24,14.48,7413760,0
9:24,14.48,7531048,0
9:24,14.48,7551320,0
9:24,14.5,7561750,0
9:24,14.5,7725600,0
9:24,14.5,7786500,0
9:24,14.5,7821300,0
9:24,14.51,7849910,0
9:24,14.5,8179450,0
9:24,14.7,8296680,0
9:24,14.7,8386350,0
9:24,14.7,8406930,0
9:24,14.88,8606592,0
9:24,14.99,8770649,0
9:24,14.99,8926545,0
9:24,14.99,9019483,0
9:24,15.03,9655272,0
9:25,15.34,11462048,490
9:30,15.37,379639,9
9:30,15.5,819950,42
9:30,15.48,1264716,97
9:30,15.5,1923550,69
9:30,15.5,906750,68
9:30,15.48,764712,64
9:30,15.52,1111232,89
9:30,15.6,1932840,79
9:30,15.51,1340064,120
9:30,15.67,351008,27
9:30,15.69,411078,55
9:30,15.67,839912,86
9:30,15.61,807037,28
9:30,15.46,510180,37
9:30,15.42,791046,64
9:30,15.46,575112,43
9:30,15.48,349848,18
9:30,15.48,171828,21
9:30,15.51,473055,62
9:30,15.5,404550,58
9:31,15.57,850122,43
9:31,15.62,1454222,98
9:31,15.7,1080160,98
9:31,15.74,225082,34
9:31,15.7,138160,26
9:31,15.7,124030,18
9:31,15.75,155925,17
9:31,15.78,148332,22
9:31,15.79,205270,28
9:31,15.75,557550,119
9:31,15.69,364008,26
9:31,15.69,229074,31
9:31,15.7,276320,27
9:31,15.68,94080,17
9:31,15.6,196560,17
9:31,15.68,333984,22
9:31,15.67,336905,17
9:31,15.7,628000,38
9:31,15.78,200406,28
9:31,15.78,77322,12
9:32,15.78,15780,3
9:32,15.75,173250,21
9:32,15.69,305955,12
9:32,15.65,140850,23
9:32,15.64,361284,39
9:32,15.59,93540,22
9:32,15.6,219960,15
9:32,15.61,84294,17
9:32,15.61,199808,32
9:32,15.65,954650,40
9:32,15.64,187680,18
9:32,15.63,264147,13
9:32,15.64,117300,16
9:32,15.63,21882,7
9:32,15.63,206316,16
9:32,15.65,90770,7
9:32,15.67,43876,15
9:32,15.64,68816,11
9:32,15.65,71990,11
9:32,15.68,50176,11
9:33,15.64,154836,9
9:33,15.64,64124,11
9:33,15.67,61113,14
9:33,15.65,219100,34
9:33,15.67,267957,11
9:33,15.6,477360,28
9:33,15.63,37512,6
9:33,15.6,14040,3
9:33,15.59,88863,14
9:33,15.55,174160,16
9:33,15.63,168804,15
9:33,15.62,95282,11
9:33,15.58,49856,11
9:33,15.59,54565,8
9:33,15.65,431940,24
9:33,15.65,165890,9
9:33,15.65,129895,9
9:33,15.65,23475,3
9:33,15.67,162968,10
9:33,15.65,123635,13
9:34,15.62,238986,14
9:34,15.67,59546,8
9:34,15.65,118940,20
9:34,15.65,70425,19
9:34,15.65,81380,10
9:34,15.64,78200,17
9:34,15.66,86130,11
9:34,15.66,89262,12
9:34,15.65,97030,17
9:34,15.62,49984,8
9:34,15.62,17182,5
9:34,15.6,46800,11
9:34,15.6,20280,2
9:34,15.59,48329,8
9:34,15.59,42093,6
9:34,15.59,101335,14
9:34,15.58,6232,3
9:34,15.58,98154,17
9:34,15.57,68508,18
9:34,15.58,90364,16
9:35,15.57,146358,16
9:35,15.57,40482,11
9:35,15.57,113661,6
9:35,15.58,266418,19
9:35,15.61,1123920,40
9:35,15.64,204884,14
9:35,15.61,15610,6
9:35,15.63,81276,9
9:35,15.61,40586,5
9:35,15.64,25024,11
9:35,15.64,57868,8
9:35,15.64,56304,4
9:35,15.64,100096,14
9:35,15.64,84456,9
9:35,15.65,32865,12
9:35,15.58,241490,33
9:35,15.63,4689,2
9:35,15.6,15600,5
9:35,15.6,9360,1
9:35,15.6,32760,4
9:36,15.59,24944,9
9:36,15.59,9354,2
9:36,15.58,521930,22
9:36,15.56,51348,6
9:36,15.56,110476,14
9:36,15.51,421872,32
9:36,15.57,428175,36
9:36,15.6,140400,25
9:36,15.6,15600,7
9:36,15.6,101400,11
9:36,15.57,189954,22
9:36,15.6,46800,11
9:36,15.57,446859,22
9:36,15.6,49920,14
9:36,15.58,280440,23
9:36,15.58,135546,18
9:36,15.58,52972,1
9:36,15.58,26486,2
9:36,15.58,15580,1
9:36,15.63,229761,18
9:37,15.64,167348,18
9:37,15.59,121602,11
9:37,15.58,38950,13
9:37,15.58,258628,18
9:37,15.55,163275,11
9:37,15.56,43568,13
9:37,15.5,359600,22
9:37,15.56,102696,3
9:37,15.56,79356,11
9:37,15.51,207834,29
9:37,15.5,195300,12
9:37,15.5,88350,17
9:37,15.5,209250,17
9:37,15.51,362934,32
9:37,15.52,71392,9
9:37,15.52,38800,6
9:37,15.56,17116,6
9:37,15.52,63632,9
9:37,15.52,86912,3
9:37,15.52,88464,20
9:38,15.53,594799,45
9:38,15.53,124240,4
9:38,15.53,0,0
9:38,15.53,20189,5
9:38,15.53,59014,8
9:38,15.53,153747,16
9:38,15.54,88578,7
9:38,15.54,12432,3
9:38,15.54,45066,6
9:38,15.54,24864,5
9:38,15.54,49728,4
9:38,15.54,52836,11
9:38,15.55,23325,5
9:38,15.54,12432,4
9:38,15.54,13986,3
9:38,15.54,17094,5
9:38,15.54,91686,11
9:38,15.54,62160,6
9:38,15.54,1554,1
9:39,15.53,93180,10
9:39,15.59,679724,40
9:39,15.59,190198,11
9:39,15.61,21854,4
9:39,15.62,26554,5
9:39,15.62,73414,9
9:39,15.62,6248,2
9:39,15.62,29678,5
9:39,15.62,310838,37
9:39,15.62,39050,5
9:39,15.65,250400,19
9:39,15.66,396198,16
9:39,15.66,62640,5
9:39,15.67,43876,6
9:39,15.66,1566,1
9:39,15.68,31360,3
9:39,15.67,7835,3
9:39,15.68,23520,6
9:39,15.65,143980,17
9:39,15.65,129895,19
9:40,15.65,283265,15
9:40,15.64,70380,7
9:40,15.64,0,0
9:40,15.64,1564,1
9:40,15.61,32781,10
9:40,15.61,14049,3
9:40,15.6,20280,4
9:40,15.61,39025,6
9:40,15.6,196560,22
9:40,15.59,4677,1
9:40,15.59,1559,1
9:40,15.59,23385,3
9:40,15.59,3118,1
9:40,15.58,77900,3
9:40,15.58,21812,5
9:40,15.58,0,0
9:40,15.57,32697,4
9:40,15.57,52938,4
9:40,15.57,62280,11
9:40,15.58,171380,13
9:41,15.57,146358,7
9:41,15.57,24912,14
9:41,15.56,96472,4
9:41,15.56,168048,11
9:41,15.56,73132,2
9:41,15.56,18672,3
9:41,15.55,94855,19
9:41,15.55,24880,2
9:41,15.55,31100,4
9:41,15.56,21784,4
9:41,15.56,35788,4
9:41,15.54,46620,9
9:41,15.56,29564,6
9:41,15.54,49728,6
9:41,15.55,9330,2
9:41,15.54,34188,5
9:41,15.53,1553,1
9:41,15.53,158406,19
9:41,15.53,35719,6
9:41,15.52,103984,8
9:42,15.53,60567,5
9:42,15.52,23280,2
9:42,15.52,79152,9
9:42,15.54,121212,11
9:42,15.54,1554,1
9:42,15.53,13977,3
9:42,15.54,27972,9
9:42,15.53,21742,6
9:42,15.51,37224,7
9:42,15.53,52802,6
9:42,15.52,82256,21
9:42,15.53,35719,12
9:42,15.53,71438,5
9:42,15.52,32592,6
9:42,15.52,80704,18
9:42,15.51,52734,7
9:42,15.52,38800,2
9:42,15.52,37248,5
9:42,15.51,18612,3
9:42,15.52,6208,2
9:43,15.52,68288,7
9:43,15.51,51183,8
9:43,15.5,75950,12
9:43,15.52,186240,21
9:43,15.5,85250,14
9:43,15.53,99392,15
9:43,15.54,34188,5
9:43,15.53,17083,3
9:43,15.55,17105,3
9:43,15.6,639600,22
9:43,15.62,14058,5
9:43,15.62,1562,1
9:43,15.62,103092,18
9:43,15.63,120351,4
9:43,15.64,117300,6
9:43,15.64,14076,2
9:43,15.66,202014,11
9:43,15.69,298110,14
9:43,15.71,323626,22
9:43,15.75,179550,13
9:44,15.77,25232,6
9:44,15.77,61503,9
9:44,15.8,238580,21
9:44,15.68,1022336,20
9:44,15.68,51744,13
9:44,15.68,159936,16
9:44,15.66,195750,19
9:44,15.66,78300,10
9:44,15.67,101855,8
9:44,15.67,0,0
9:44,15.67,9402,1
9:44,15.67,95587,2
9:44,15.66,12528,3
9:44,15.64,547400,27
9:44,15.6,48360,7
9:44,15.66,54810,3
9:44,15.66,18792,5
9:44,15.65,189365,19
9:44,15.65,3130,1
9:44,15.65,0,0
9:45,15.61,74928,6
9:45,15.6,6240,1
9:45,15.6,7800,2
9:45,15.66,496422,13
9:45,15.61,229467,17
9:45,15.61,0,0
9:45,15.65,42255,5
9:45,15.63,17193,5
9:45,15.72,58164,4
9:45,15.63,60957,3
9:45,15.63,3126,1
9:45,15.63,0,0
9:45,15.64,12512,3
9:45,15.68,17248,3
9:45,15.68,0,0
9:45,15.68,47040,7
9:45,15.68,25088,3
9:45,15.7,4710,2
9:45,15.7,26690,5
9:45,15.71,3142,1
9:46,15.71,0,0
9:46,15.7,128740,13
9:46,15.7,0,0
9:46,15.71,47130,8
9:46,15.69,42363,2
9:46,15.69,3138,1
9:46,15.69,6276,2
9:46,15.69,65898,1
9:46,15.69,0,0
9:46,15.68,12544,2
9:46,15.68,29792,5
9:46,15.67,4701,1
9:46,15.67,0,0
9:46,15.68,50176,4
9:46,15.68,25088,5
9:46,15.68,1568,1
9:46,15.69,18828,3
9:46,15.69,21966,4
9:46,15.67,31340,1
9:47,15.67,45443,11
9:47,15.67,45443,3
9:47,15.66,17226,5
9:47,15.67,7835,2
9:47,15.66,28188,9
9:47,15.68,40768,7
9:47,15.67,14103,2
9:47,15.68,26656,5
9:47,15.67,15670,1
9:47,15.66,28188,3
9:47,15.66,0,0
9:47,15.66,4698,1
9:47,15.66,7830,1
9:47,15.65,29735,3
9:47,15.65,23475,3
9:47,15.67,92453,8
