时间,成交,金额,笔数
9:15,2.49,22410,0
9:15,2.5,72000,0
9:15,2.46,471336,0
9:15,2.46,471336,0
9:15,2.46,471336,0
9:15,2.46,471336,0
9:16,2.46,471336,0
9:16,2.48,496,0
9:16,2.48,3720,0
9:17,2.48,3720,0
9:19,2.48,3720,0
9:22,2.48,3720,0
9:23,2.49,3984,0
9:23,2.49,3984,0
9:24,2.48,23808,0
9:25,2.48,24056,6
9:30,2.48,230392,6
9:30,2.48,17856,7
9:30,2.48,52328,7
9:30,2.47,30875,10
9:30,2.47,6669,4
9:30,2.48,2480,1
9:30,2.48,73408,36
9:30,2.48,4712,3
9:30,2.48,201376,8
9:30,2.48,53568,16
9:30,2.48,15872,25
9:30,2.48,64480,17
9:30,2.48,0,0
9:30,2.48,1488,2
9:30,2.48,2480,3
9:30,2.48,98952,14
9:30,2.48,0,0
9:30,2.48,20832,2
9:30,2.48,224936,28
9:30,2.48,0,0
9:31,2.48,1240,1
9:31,2.48,5952,2
9:31,2.48,0,0
9:31,2.48,0,0
9:31,2.48,0,0
9:31,2.48,0,0
9:31,2.48,0,0
9:31,2.47,4693,1
9:31,2.47,0,0
9:31,2.47,190190,32
9:31,2.46,148584,6
9:31,2.46,1476,1
9:31,2.46,0,0
9:31,2.46,0,0
9:31,2.46,10086,1
9:31,2.46,0,0
9:31,2.46,0,0
9:31,2.47,49400,1
9:31,2.46,246,1
9:31,2.47,14573,2
9:32,2.47,6916,3
9:32,2.47,4199,4
9:32,2.47,0,0
9:32,2.46,77244,4
9:32,2.46,7380,3
9:32,2.46,0,0
9:32,2.46,0,0
9:32,2.46,0,0
9:32,2.47,988,1
9:32,2.47,0,0
9:32,2.46,246,1
9:32,2.47,2717,2
9:32,2.46,17220,2
9:32,2.46,1968,2
9:32,2.46,0,0
9:32,2.46,0,0
9:32,2.46,0,0
9:32,2.46,0,0
9:32,2.46,0,0
9:32,2.46,984,1
9:33,2.46,86346,9
9:33,2.46,3936,6
9:33,2.46,0,0
9:33,2.46,0,0
9:33,2.46,0,0
9:33,2.46,0,0
9:33,2.46,0,0
9:33,2.46,1968,1
9:33,2.46,19434,4
9:33,2.46,0,0
9:33,2.46,0,0
9:33,2.46,0,0
9:33,2.46,0,0
9:33,2.46,37146,4
9:33,2.46,0,0
9:33,2.47,7410,3
9:33,2.47,0,0
9:33,2.47,0,0
9:33,2.47,0,0
9:33,2.47,0,0
9:34,2.47,9880,3
9:34,2.46,1722,7
9:34,2.46,0,0
9:34,2.46,0,0
9:34,2.47,10374,6
9:34,2.46,11562,3
9:34,2.47,20748,1
9:34,2.47,86450,2
9:34,2.47,0,0
9:34,2.47,0,0
9:34,2.47,12350,1
9:34,2.47,0,0
9:34,2.47,247,1
9:34,2.46,246,1
9:34,2.46,0,0
9:34,2.47,103740,21
9:34,2.47,1976,2
9:34,2.47,7410,1
9:34,2.47,38779,22
9:34,2.47,2964,2
9:35,2.47,2470,2
9:35,2.47,1976,3
9:35,2.47,39767,17
9:35,2.47,1729,2
9:35,2.47,0,0
9:35,2.47,0,0
9:35,2.47,0,0
9:35,2.47,0,0
9:35,2.47,0,0
9:35,2.47,0,0
9:35,2.47,0,0
9:35,2.47,26182,5
9:35,2.47,0,0
9:35,2.47,247,1
9:35,2.47,0,0
9:35,2.47,494,1
9:35,2.48,1240,1
9:35,2.47,5681,1
