排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
291,智能家居,BK0680,2343.27,-42.44,-1.78,3166695200000,1.97,17,139,乐歌股份,10.97
292,充电桩,BK0700,2170.73,-39.37,-1.78,3960558448000,2.3,27,203,芯朋微,5.21
293,减肥药,BK1146,910.37,-16.55,-1.79,373934368000,1.65,2,23,华东医药,1.76
294,肝素概念,BK0944,796.99,-14.54,-1.79,193510745000,1.19,0,12,复星医药,0.0
295,光刻机(胶),BK0884,2559.37,-46.59,-1.79,770122544000,4.15,8,76,普利特,7.53
296,商业航天,BK0963,1453.37,-26.73,-1.81,1490597440000,2.92,19,133,飞沃科技,20.02
297,空间站概念,BK0994,1402.33,-25.92,-1.81,180986446000,1.93,2,17,江航装备,1.05
298,PEEK材料概念,BK1156,1088.94,-20.09,-1.81,242424853000,2.28,3,23,金田股份,3.23
299,多模态AI,BK1153,1044.6,-19.21,-1.81,796119824000,3.15,9,44,路桥信息,5.52
300,草甘膦,BK0950,1355.46,-25.0,-1.81,143275945000,1.09,1,12,润丰股份,2.49
301,F5G概念,BK1088,1929.23,-35.66,-1.81,472058400000,0.88,4,19,上港集团,0.91
302,华为概念,BK0854,3010.01,-56.04,-1.83,12173286912000,2.12,89,630,华建集团,10.07
303,云计算,BK0579,2779.28,-51.95,-1.83,7562882048000,1.96,36,198,南天信息,6.2
304,大数据,BK0634,4398.59,-82.63,-1.84,4641571840000,2.3,42,261,南天信息,6.2
305,MLCC,BK0890,1771.32,-33.27,-1.84,198909456000,1.53,1,13,宏达电子,0.35
306,QFII重仓,BK0535,15573.74,-292.67,-1.84,3050569360000,1.88,46,206,麦趣尔,10.02
307,AI智能体,BK0809,994.68,-18.73,-1.85,832967040000,3.73,10,54,新国都,5.99
308,无人驾驶,BK0802,1571.07,-29.6,-1.85,5396199424000,1.65,23,219,翠微股份,9.97
309,Web3.0,BK1110,1497.57,-28.38,-1.86,403265168000,2.95,4,42,四方精创,1.88
310,鸡肉概念,BK0887,808.68,-15.29,-1.86,388272048000,2.07,4,16,春雪食品,1.53
311,海工装备,BK0601,1573.9,-29.9,-1.86,1114825584000,1.36,8,39,新强联,2.37
312,创业板综,BK0742,1339.7,-25.38,-1.86,11983281664000,3.31,163,1202,恒锋信息,20.0
313,北斗导航,BK0629,5108.53,-97.55,-1.87,865120096000,2.06,8,69,电科芯片,3.28
314,6G概念,BK0964,1221.87,-23.46,-1.88,455885232000,2.32,2,26,海能达,3.0
315,痘病毒防治,BK1085,735.7,-14.09,-1.88,607805872000,1.51,2,53,美康生物,4.48
316,专精特新,BK1005,1096.64,-21.18,-1.89,7392011776000,3.16,143,1039,亚联机械,10.0
317,智谱AI,BK1182,1045.29,-20.17,-1.89,363762000000,4.4,7,28,传智教育,3.07
318,工业大麻,BK0856,1568.46,-30.4,-1.9,385002144000,2.07,7,32,晨光生物,1.42
319,天基互联,BK0921,1240.97,-24.0,-1.9,469483584000,2.2,3,36,海能达,3.0
320,DeepSeek概念,BK1188,1104.52,-21.53,-1.91,3417027776000,2.68,24,192,恒锋信息,20.0
321,虚拟机器人,BK1190,987.02,-19.24,-1.91,547945616000,1.88,1,11,科蓝软件,0.74
322,新能源车,BK0900,1687.34,-32.87,-1.91,10801923584000,1.92,71,545,特  力Ａ,9.99
323,AI手机,BK1162,1266.2,-24.62,-1.91,697800480000,2.14,3,31,艾为电子,3.94
324,青蒿素,BK0872,1472.68,-28.77,-1.92,259853621000,1.35,2,8,昆药集团,0.88
325,MiniLED,BK0902,1511.86,-29.66,-1.92,790284832000,1.65,6,52,联得装备,3.49
326,动力电池回收,BK1052,647.28,-12.65,-1.92,631852096000,1.38,3,36,长久物流,4.42
327,毫米波概念,BK1124,1279.67,-25.1,-1.92,484983072000,1.84,3,38,流金科技,1.63
328,储能,BK0989,1591.03,-31.07,-1.92,7468600576000,1.38,36,292,集泰股份,9.96
329,微盘股,BK1158,2068.18,-40.69,-1.93,680774432000,3.26,38,359,荣丰控股,10.02
330,玻璃基板,BK1175,1201.24,-23.59,-1.93,433030624000,1.49,3,30,天承科技,1.36
331,燃料电池,BK0682,2954.61,-58.54,-1.94,2337100816000,1.5,16,124,ST金鸿,2.69
332,降解塑料,BK0909,1485.07,-29.32,-1.94,639585024000,1.46,5,56,金丹科技,9.24
333,新型工业化,BK1150,1087.37,-21.59,-1.95,1414171840000,2.27,10,82,飞沃科技,20.02
334,ChatGPT概念,BK1126,1749.61,-34.79,-1.95,1779463568000,2.42,10,63,小商品城,2.4
335,机器视觉,BK0998,1422.03,-28.45,-1.96,530771456000,3.08,5,68,南天信息,6.2
336,汽车拆解,BK0943,994.7,-19.91,-1.96,255573833000,1.76,3,14,广汽集团,1.86
337,智能穿戴,BK0641,2700.71,-54.31,-1.97,2282711712000,1.96,8,107,共达电声,2.13
338,华为汽车,BK0984,1742.05,-35.09,-1.97,1497880352000,1.76,11,91,天汽模,3.85
339,无线充电,BK0960,2163.96,-43.52,-1.97,1996983440000,1.87,3,38,公牛集团,3.42
340,维生素,BK0895,1617.36,-32.54,-1.97,419116736000,1.52,4,26,华润三九,0.49
341,SPD概念,BK1147,850.4,-17.28,-1.99,63435465000,1.64,0,11,国新健康,-0.76
342,网络游戏,BK0509,10794.49,-219.09,-1.99,823290928000,2.4,9,57,完美世界,1.79
343,BC电池,BK1148,753.82,-15.32,-1.99,333874544000,0.99,2,19,隆基绿能,1.7
344,宠物经济,BK0993,777.69,-15.75,-1.99,277443808000,2.98,6,36,豪悦护理,4.56
345,苹果概念,BK0666,2634.25,-53.62,-1.99,2267955680000,1.73,7,117,汇成真空,15.15
346,元宇宙概念,BK1009,1829.46,-37.17,-1.99,4353172992000,2.66,18,122,欧菲光,4.58
347,培育钻石,BK1023,1118.84,-22.67,-1.99,134076599000,1.81,2,12,亚振家居,1.94
348,高带宽内存,BK1152,873.93,-17.72,-1.99,121896025000,3.11,1,11,兴森科技,0.18
349,特斯拉,BK0644,4570.66,-93.49,-2.0,4124175936000,2.07,28,177,天龙股份,4.24
350,ERP概念,BK1133,1111.52,-22.71,-2.0,229326857000,2.22,0,18,宝信软件,-0.41
351,石墨烯,BK0617,1810.48,-36.95,-2.0,742615776000,1.71,5,60,东方材料,10.01
352,病毒防治,BK0675,2253.3,-46.07,-2.0,1388634144000,1.59,12,104,锦波生物,5.06
353,国家安防,BK0667,2615.97,-53.6,-2.01,1504597280000,1.96,10,107,新国都,5.99
354,AIGC概念,BK1111,1718.57,-35.4,-2.02,1726062656000,3.16,14,101,新国都,5.99
355,荣耀概念,BK1177,1380.25,-28.64,-2.03,876517536000,1.53,6,46,芯朋微,5.21
356,彩票概念,BK0671,2234.08,-46.37,-2.03,179222387000,2.09,3,16,人民网,0.95
357,合成生物,BK1174,1072.98,-22.34,-2.04,1250281488000,2.99,16,95,双成药业,10.05
358,同步磁阻电机,BK1131,1332.62,-27.69,-2.04,59917150000,2.88,0,6,孚日股份,-1.15
359,飞行汽车(eVTOL),BK1157,1579.37,-32.97,-2.04,733516608000,2.27,8,62,天汽模,3.85
360,DRG/DIP,BK1054,960.29,-20.11,-2.05,161885834000,2.7,0,18,ST易联众,0.0
361,蓝宝石,BK0674,2190.35,-45.76,-2.05,455161104000,1.44,0,18,紫光国微,-0.43
362,虚拟现实,BK0722,952.95,-20.01,-2.06,2957384144000,2.26,22,198,欧菲光,4.58
363,小米汽车,BK1155,1216.04,-25.63,-2.06,3261287824000,1.86,7,66,天汽模,3.85
364,辅助生殖,BK0939,894.41,-18.9,-2.07,478226624000,1.92,3,49,罗欣药业,0.94
365,数据中心,BK0922,1558.9,-32.95,-2.07,6296282368000,1.83,25,185,恒锋信息,20.0
366,超级真菌,BK0862,959.94,-20.38,-2.08,509723536000,1.77,2,18,恒瑞医药,1.31
367,钙钛矿电池,BK1094,657.7,-14.06,-2.09,513451968000,1.27,3,28,隆基绿能,1.7
368,碳基材料,BK1006,749.59,-15.99,-2.09,165388652000,1.52,0,18,海特高新,-0.21
369,世界杯,BK1105,1529.86,-32.88,-2.1,2674581392000,2.07,2,16,中国移动,2.03
370,生物疫苗,BK0548,24420.55,-522.84,-2.1,1003594784000,1.88,7,64,海南海药,6.03
371,虚拟电厂,BK0958,1668.25,-36.04,-2.11,596419712000,1.57,3,49,天亿马,0.77
372,数据安全,BK1047,901.66,-19.41,-2.11,912510336000,2.22,8,72,世纪恒通,4.07
373,算力概念,BK1134,1429.92,-31.03,-2.12,6480121344000,1.87,20,124,东方材料,10.01
374,轮毂电机,BK1099,870.09,-18.84,-2.12,54290859000,1.94,0,8,亚太股份,-0.5
375,智能电网,BK0581,1520.07,-33.24,-2.14,1759087664000,2.14,11,164,芯朋微,5.21
376,高压快充,BK1144,978.08,-21.35,-2.14,376769696000,2.33,3,41,芯朋微,5.21
377,裸眼3D,BK1142,889.75,-19.43,-2.14,261109428000,1.44,2,21,京东方Ａ,0.79
378,无线耳机,BK0893,1662.61,-36.47,-2.15,1912873008000,3.02,7,76,圣邦股份,3.6
379,富士康,BK0842,1510.9,-33.14,-2.15,404991280000,1.85,1,33,亚翔集成,0.77
380,CPO概念,BK1128,2153.38,-47.43,-2.16,1031260304000,1.96,2,39,锐捷网络,0.9
381,体外诊断,BK0841,1147.66,-25.3,-2.16,870233168000,1.66,3,64,美康生物,4.48
382,5G概念,BK0714,1103.43,-24.31,-2.16,7665688064000,1.72,29,293,有研新材,6.72
383,激光雷达,BK1002,1278.36,-28.19,-2.16,364960624000,1.89,0,35,芯联集成-U,-0.86
384,边缘计算,BK0860,1803.8,-40.18,-2.18,2737199248000,1.57,6,118,寒武纪-U,4.21
385,铜缆高速连接,BK1168,1283.54,-28.58,-2.18,482913920000,2.71,3,32,卡倍亿,0.89
386,东数西算,BK1064,1477.03,-32.91,-2.18,1004816480000,2.13,7,53,恒锋信息,20.0
387,工业互联,BK0832,1934.56,-43.16,-2.18,3869262656000,1.8,12,176,华润微,2.94
388,空气能热泵,BK1102,1173.12,-26.4,-2.2,1110508576000,2.21,2,30,国中水务,1.97
389,增强现实,BK0801,1008.79,-22.74,-2.2,542704176000,2.76,4,42,福昕软件,3.88
390,基因测序,BK0693,1688.14,-37.94,-2.2,445046112000,2.09,2,45,美康生物,4.48
391,换电概念,BK0985,1206.46,-27.2,-2.2,791943024000,1.44,5,40,上汽集团,2.14
392,重组蛋白,BK1063,758.09,-17.03,-2.2,164004569000,1.31,1,13,锦波生物,5.06
393,机器人概念,BK1090,1512.55,-34.14,-2.21,5855381248000,2.37,45,440,巨轮智能,8.94
394,CAR-T细胞疗法,BK0986,873.0,-19.72,-2.21,385189728000,2.37,2,19,海南海药,6.03
395,混合现实,BK1141,1122.99,-25.34,-2.21,802419584000,1.7,2,28,京东方Ａ,0.79
396,PCB,BK0877,1501.76,-34.2,-2.23,917457424000,2.16,6,83,天承科技,1.36
397,PVDF概念,BK1012,749.69,-17.11,-2.23,252019963000,1.41,2,13,璞泰来,1.5
398,柔性屏(折叠屏),BK1160,1189.37,-27.31,-2.24,860259264000,2.02,6,68,欧菲光,4.58
399,人形机器人,BK1184,1256.92,-28.89,-2.25,1730712144000,2.96,14,92,巨轮智能,8.94
400,供销社概念,BK1109,1008.01,-23.24,-2.25,133336742000,2.76,2,12,亚钾国际,3.99
401,电子烟,BK0865,1580.92,-36.39,-2.25,769380496000,2.47,2,49,共达电声,2.13
402,植物照明,BK1007,844.23,-19.5,-2.26,145279431000,1.63,0,18,鸿利智汇,-0.99
403,精准医疗,BK0806,901.86,-20.87,-2.26,546758896000,1.9,1,44,上海医药,0.65
404,华为欧拉,BK1013,1433.08,-33.33,-2.27,278386960000,4.36,3,14,艾融软件,3.23
405,MicroLED,BK0948,862.76,-20.11,-2.28,407885408000,1.5,2,19,京东方Ａ,0.79
406,谷子经济,BK1183,969.81,-22.59,-2.28,487074976000,3.2,9,50,太湖雪,4.7
407,免疫治疗,BK0698,1264.72,-29.61,-2.29,446371984000,1.42,3,39,泽璟制药-U,1.78
408,拼多多概念,BK0957,1189.73,-28.11,-2.31,125232567000,5.15,3,21,壹网壹创,3.83
409,3D打印,BK0619,5031.28,-120.22,-2.33,536773824000,2.96,4,56,有研新材,6.72
410,智能电视,BK0656,1026.54,-24.46,-2.33,223467011000,1.49,0,11,东方明珠,0.0
411,国资云概念,BK1008,1426.1,-34.26,-2.35,360359088000,3.73,2,16,锐捷网络,0.9
412,腾讯云,BK1189,829.71,-20.3,-2.39,532808192000,3.73,5,18,世纪恒通,4.07
413,液冷概念,BK1138,1055.09,-25.88,-2.39,1036570128000,3.0,7,58,川润股份,5.12
414,刀片电池,BK0951,1918.16,-47.04,-2.39,1178324528000,2.04,0,13,德新科技,-1.09
415,AIPC,BK1164,1300.77,-31.98,-2.4,815527280000,2.54,2,39,卓易信息,1.01
416,VPN,BK0885,1091.15,-26.79,-2.4,299579360000,2.46,1,19,中科曙光,0.43
417,光通信模块,BK1136,1189.14,-29.4,-2.41,727309072000,2.95,3,55,烽火通信,0.61
418,超导概念,BK0679,3766.18,-92.96,-2.41,221076276000,2.43,0,15,中信金属,-0.27
419,共享经济,BK0807,794.96,-19.64,-2.41,224414475000,1.39,2,15,锦江酒店,2.13
420,英伟达概念,BK1161,1246.08,-30.82,-2.41,1140405536000,1.99,4,40,晶丰明源,5.68
421,减速器,BK1100,1485.52,-37.18,-2.44,593497424000,4.61,6,58,巨轮智能,8.94
422,工业母机,BK1004,1390.64,-34.93,-2.45,1184281840000,2.73,5,76,巨轮智能,8.94
423,智慧灯杆,BK1069,1275.28,-32.69,-2.5,112355323000,2.19,0,23,昇辉科技,0.0
424,机器人执行器,BK1145,1466.11,-37.96,-2.52,428519376000,3.25,3,22,中大力德,2.09
425,3D玻璃,BK0881,1045.9,-27.16,-2.53,245888693000,1.8,0,17,华工科技,-0.55
426,AI制药（医疗）,BK1170,1049.89,-27.41,-2.54,356502032000,2.73,2,31,光正眼科,1.81
427,PLC概念,BK1119,1177.34,-30.91,-2.56,322750096000,1.52,0,9,汇川技术,-0.16
428,数据确权,BK1118,1392.6,-36.78,-2.57,255196665000,3.94,4,29,四方精创,1.88
429,汽车一体化压铸,BK1093,1050.56,-27.91,-2.59,283858320000,2.18,0,29,福然德,-0.49
430,汽车热管理,BK1089,1476.63,-39.35,-2.6,694987712000,3.06,4,75,锐新科技,0.81
431,CRO,BK0899,1173.35,-31.6,-2.62,441986208000,2.26,1,36,昊帆生物,0.61
432,可控核聚变,BK1163,1252.68,-34.35,-2.67,410730560000,1.88,3,21,立航科技,1.97
433,数字水印,BK1129,916.13,-25.29,-2.69,91059908000,2.81,1,15,科蓝软件,0.74
434,昨日触板,BK0817,127.19,-3.54,-2.71,212882684000,4.84,6,32,欧亚集团,10.01
435,地热能,BK0622,2954.0,-86.78,-2.85,56862862000,1.81,1,8,豫能控股,0.25
436,盲盒经济,BK0954,1135.99,-33.32,-2.85,111496430000,4.03,2,9,壹网壹创,3.83
437,麒麟电池,BK1092,1132.47,-34.75,-2.98,1070901904000,1.94,0,8,飞荣达,-1.17
438,赛马概念,BK0709,651.86,-20.43,-3.04,10465482000,3.11,0,3,栖霞建设,-1.9
439,发电机概念,BK1014,1424.0,-56.46,-3.81,141232285000,4.16,1,20,中坚科技,2.32
