日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,CDLMORNINGDOJISTAR
2020-10-27,603238,25.09,25.64,26.05,25.02,24112,92369923.0,4.23,5.34,1.3,2.01,100
