排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
103,噪声防治,BK1082,1259.54,13.43,1.08,33415447000,0.45,6,1,祥源新材,2.75
104,RCEP概念,BK0962,1051.94,11.12,1.07,207841988000,0.38,20,3,中谷物流,8.9
105,商业航天,BK0963,1549.77,16.45,1.07,1597917216000,0.75,125,28,天奥电子,8.04
106,时空大数据,BK1130,1220.42,12.74,1.05,201948065000,0.6,21,4,地铁设计,6.2
107,北斗导航,BK0629,5490.85,57.28,1.05,905233008000,0.39,66,7,天奥电子,8.04
108,彩票概念,BK0671,2369.22,24.71,1.05,191194597000,0.42,15,4,东港股份,4.99
109,植物照明,BK1007,953.32,9.78,1.04,157951392000,0.61,16,1,佛山照明,3.31
110,贬值受益,BK0812,1301.16,13.42,1.04,2201252640000,0.48,119,41,聚杰微纤,7.11
111,抽水蓄能,BK1003,1274.3,12.99,1.03,869187296000,0.24,25,6,东方电气,4.41
112,换电概念,BK0985,1314.1,13.42,1.03,804985376000,0.32,33,12,庚星股份,10.06
113,海工装备,BK0601,1692.88,17.27,1.03,1164584800000,0.53,38,6,江龙船艇,8.62
114,科创板做市股,BK1108,954.09,9.63,1.02,1755414480000,0.15,33,11,申联生物,5.08
115,土地流转,BK0632,1496.94,15.04,1.01,399056288000,0.5,37,5,振东制药,4.51
116,融资融券,BK0596,2426.62,24.23,1.01,92568485888000,0.27,2800,767,恒星科技,10.13
117,航母概念,BK0715,860.57,8.62,1.01,1062328240000,0.27,28,6,航发科技,3.06
118,碳基材料,BK1006,816.86,8.15,1.01,179795711000,0.43,15,2,德尔未来,2.81
119,预盈预增,BK0571,4538.93,45.11,1.0,17334970880000,0.55,1012,267,广合科技,10.01
120,化工原料,BK0512,20825.76,206.37,1.0,1132149120000,0.44,51,13,河化股份,9.94
121,纳米银,BK0855,1678.52,16.64,1.0,80822456000,0.21,6,1,西部材料,2.2
122,铁路基建,BK0592,2357.16,23.32,1.0,2896675696000,0.21,87,24,恒星科技,10.13
123,节能环保,BK0494,11119.7,108.77,0.99,3745168848000,0.47,326,71,光华股份,10.01
124,传感器,BK0905,1671.86,16.43,0.99,1441487984000,0.53,69,23,威尔泰,10.01
125,滨海新区,BK0566,9223.69,90.74,0.99,201049274000,0.44,15,4,金开新能,4.07
126,转债标的,BK0528,9523.53,93.57,0.99,7252412672000,0.32,373,101,中旗新材,10.01
127,新能源,BK0493,14135.16,137.84,0.98,5920280320000,0.4,159,46,恒星科技,10.13
128,农业种植,BK0888,1991.78,19.3,0.98,716113824000,0.4,76,9,ST朗源,5.1
129,无人机,BK0704,2001.44,19.38,0.98,2431226816000,0.56,138,32,大宏立,5.44
130,调味品概念,BK1026,873.12,8.48,0.98,684669680000,0.18,33,0,日辰股份,2.87
131,粮食概念,BK1086,718.66,6.87,0.97,192522717000,0.23,27,2,康农种业,3.3
132,智慧灯杆,BK1069,1413.33,13.56,0.97,126293715000,1.03,19,5,豪尔赛,4.11
133,碳纤维,BK1171,1252.9,11.93,0.96,353928256000,0.51,29,5,神剑股份,4.85
134,冷链物流,BK0852,1763.28,16.74,0.96,1527131936000,0.5,86,22,中谷物流,8.9
135,户外露营,BK1079,1238.1,11.82,0.96,129839361000,0.88,20,6,天府文旅,3.74
136,石墨烯,BK0617,1961.35,18.41,0.95,813928016000,0.39,53,11,龙江交通,5.49
137,体育产业,BK0708,1179.89,11.08,0.95,777721952000,0.4,55,12,聚杰微纤,7.11
138,天基互联,BK0921,1344.87,12.67,0.95,498515424000,0.64,36,4,铖昌科技,4.37
139,内贸流通,BK1001,1182.35,11.13,0.95,1431111136000,0.38,126,33,和顺石油,9.99
140,风能,BK0595,1960.98,18.29,0.94,6363971328000,0.38,168,44,恒星科技,10.13
141,雄安新区,BK0813,867.41,8.05,0.94,2356418928000,0.39,115,28,山水比德,11.74
142,大飞机,BK0814,1344.26,12.5,0.94,1829946608000,0.36,79,16,宏达电子,5.83
143,土壤修复,BK1070,779.67,7.23,0.94,197180076000,0.51,26,7,中达安,3.07
144,光伏建筑一体化,BK0978,1245.95,11.48,0.93,1078158064000,0.36,66,16,霍普股份,4.56
145,在线旅游,BK0692,1616.71,14.88,0.93,224063033000,0.52,21,5,岭南控股,3.8
146,军工,BK0490,61723.69,568.81,0.93,6004411648000,0.65,389,96,兰石重装,10.0
147,GDR,BK0868,871.83,8.05,0.93,1458095728000,0.11,8,2,乐普医疗,3.24
148,华为海思,BK1180,1434.0,13.11,0.92,737309728000,0.58,34,4,宏达电子,5.83
149,培育钻石,BK1023,1166.0,10.66,0.92,142118700000,0.42,12,2,恒盛能源,2.36
150,氟化工,BK0690,3073.72,27.99,0.92,567589472000,0.24,23,5,ST联创,4.1
151,碳化硅,BK0977,1310.29,11.86,0.91,550909040000,0.32,29,7,芯朋微,3.63
152,东北振兴,BK0838,1086.68,9.83,0.91,637314752000,0.61,45,12,龙江交通,5.49
153,新材料,BK0523,25393.86,230.19,0.91,4119660912000,0.51,271,70,中旗新材,10.01
154,AB股,BK0498,11019.91,99.62,0.91,1363364512000,0.48,53,15,丹化科技,10.04
155,统一大市场,BK1077,1117.49,9.99,0.9,360382048000,0.21,33,5,天顺股份,4.51
156,机构重仓,BK0552,13738.26,122.15,0.9,44875629568000,0.18,733,194,立新能源,10.06
157,超导概念,BK0679,4180.83,37.3,0.9,244060751000,0.94,10,4,辰光医疗,6.46
158,央国企改革,BK0683,4153.63,36.88,0.9,45977551616000,0.22,1098,230,恒润股份,10.01
159,垃圾分类,BK0873,1365.58,12.15,0.9,788954096000,0.43,76,18,楚环科技,4.96
160,水利建设,BK0597,1617.28,14.24,0.89,1962458448000,0.36,73,18,恒星科技,10.13
161,参股券商,BK0514,13048.96,114.7,0.89,4005836160000,0.39,104,24,陇神戎发,20.05
162,数字水印,BK1129,1018.08,8.97,0.89,101788681000,0.68,11,5,汉邦高科,3.95
163,海绵城市,BK0724,917.03,8.1,0.89,279290320000,0.51,26,9,山水比德,11.74
164,股权转让,BK0803,648.1,5.68,0.88,178059734000,0.43,32,7,丹化科技,10.04
165,高压快充,BK1144,1100.68,9.53,0.87,426646752000,0.55,33,12,和顺石油,9.99
166,京津冀,BK0684,1579.57,13.67,0.87,578740192000,0.48,46,7,建投能源,5.77
167,预制菜概念,BK1025,1046.48,9.01,0.87,631786336000,0.47,48,8,岭南控股,3.8
168,供销社概念,BK1109,993.7,8.57,0.87,128840111000,0.32,10,3,中农联合,2.91
169,参股银行,BK0525,10224.06,87.25,0.86,11153382656000,0.2,169,45,鲁抗医药,9.98
170,复合集流体,BK1113,813.35,6.96,0.86,211898733000,0.31,22,3,汇成真空,4.0
171,社保重仓,BK0520,10390.36,88.65,0.86,426388352000,0.46,23,6,坚朗五金,4.93
172,长江三角,BK0594,2391.23,20.35,0.86,8356520704000,0.44,305,88,威尔泰,10.01
173,工业气体,BK0981,1463.55,12.51,0.86,387178432000,0.71,18,8,凯美特气,10.06
174,MicroLED,BK0948,958.29,8.19,0.86,445427232000,0.22,18,1,惠柏新材,2.55
175,空间计算,BK1143,1237.59,10.52,0.86,144552531000,0.68,17,6,宏景科技,4.95
176,特高压,BK0918,1802.02,15.28,0.86,1058269744000,0.31,62,13,恒星科技,10.13
177,举牌,BK0685,2113.71,17.98,0.86,204013499000,0.25,9,3,普元信息,6.67
178,降解塑料,BK0909,1576.04,13.48,0.86,681025808000,0.33,48,15,丹化科技,10.04
179,参股新三板,BK0600,2469.85,20.92,0.85,1427376544000,0.45,84,13,海欣股份,9.95
180,并购重组概念,BK1181,1007.75,8.54,0.85,1220184496000,0.31,55,14,三博脑科,5.52
181,破净股,BK1112,1263.89,10.68,0.85,21009363712000,0.12,341,49,龙江交通,5.49
182,裸眼3D,BK1142,998.13,8.41,0.85,290315648000,0.24,20,1,启迪设计,2.61
183,草甘膦,BK0950,1411.64,11.84,0.85,151862881000,0.27,11,2,中农联合,2.91
184,一带一路,BK0712,1293.04,10.73,0.84,13511044864000,0.19,338,94,兰石重装,10.0
185,光刻机(胶),BK0884,2707.12,22.53,0.84,819782640000,1.42,66,17,国风新材,9.93
186,创业成份,BK0638,1724.63,14.36,0.84,5899076864000,0.33,74,25,康龙化成,5.39
187,海洋经济,BK0623,2471.24,20.56,0.84,831491136000,0.59,35,9,佛山照明,3.31
188,增强现实,BK0801,1117.03,9.17,0.83,621035520000,0.48,38,7,纬达光电,3.83
189,基金重仓,BK0536,10034.66,81.23,0.82,20301610752000,0.27,357,165,热景生物,9.29
190,冰雪经济,BK1185,882.58,7.09,0.81,224448329000,0.89,27,8,天府文旅,3.74
191,汽车一体化压铸,BK1093,1169.33,9.44,0.81,329894080000,0.91,22,7,美利信,4.37
192,国家安防,BK0667,2885.56,23.28,0.81,1643194352000,0.46,88,25,热景生物,9.29
193,磁悬浮概念,BK0975,1703.78,13.69,0.81,708825280000,0.28,18,9,神剑股份,4.85
194,社区团购,BK0965,844.45,6.68,0.8,567742256000,0.39,29,9,森马服饰,10.03
195,地摊经济,BK0924,1800.25,14.31,0.8,632352784000,0.58,21,9,煌上煌,4.3
196,电商概念,BK0665,1988.8,15.83,0.8,6388630272000,0.38,257,66,森马服饰,10.03
197,太阳能,BK0588,3077.09,24.46,0.8,7484764928000,0.41,307,85,中旗新材,10.01
198,低空经济,BK1166,1377.77,10.96,0.8,3334268000000,0.55,186,55,地铁设计,6.2
199,新零售,BK0825,918.15,7.23,0.79,2532389824000,0.3,107,33,森马服饰,10.03
200,MiniLED,BK0902,1668.77,13.03,0.79,889856096000,0.25,48,10,路维光电,6.02
201,光伏高速公路,BK1096,1290.93,10.09,0.79,110456136000,0.12,6,1,恒华科技,1.31
202,氢能源,BK0864,1103.96,8.68,0.79,4520305152000,0.36,169,59,兰石重装,10.0
203,赛马概念,BK0709,665.8,5.17,0.78,10605629000,0.9,2,1,海南瑞泽,2.69
204,上海自贸,BK0643,2918.93,22.51,0.78,916277376000,0.13,29,3,美迪西,5.06
205,激光雷达,BK1002,1458.79,11.1,0.77,420291968000,0.35,29,6,德迈仕,3.96
206,电子烟,BK0865,1804.3,13.79,0.77,950057824000,0.66,36,13,润都股份,10.01
207,充电桩,BK0700,2352.77,17.89,0.77,4239751120000,0.57,175,54,立新能源,10.06
208,LED,BK0580,3172.2,24.17,0.77,1320931360000,0.35,74,16,豪尔赛,4.11
209,股权激励,BK0567,2871.76,21.54,0.76,4686393856000,0.44,147,55,建艺集团,10.0
210,虚拟电厂,BK0958,1813.33,13.66,0.76,614643456000,0.52,42,10,开普云,4.34
211,储能,BK0989,1736.45,13.05,0.76,7924426240000,0.34,246,73,兰石重装,10.0
212,可控核聚变,BK1163,1353.56,10.1,0.75,440547296000,0.65,16,8,辰光医疗,6.46
213,REITs概念,BK0992,770.62,5.73,0.75,800434336000,0.19,21,2,九州通,1.79
214,IPO受益,BK0697,3032.28,22.65,0.75,2149346464000,0.28,44,12,浙江永强,3.59
215,创投,BK0506,14722.62,109.4,0.75,4435476736000,0.52,200,64,威尔泰,10.01
216,抗菌面料,BK1116,1223.18,8.93,0.74,84737303000,0.32,12,2,众望布艺,2.12
217,人工智能,BK0800,1553.12,11.44,0.74,9587433728000,0.56,440,152,广合科技,10.01
218,沪股通,BK0707,1995.94,14.73,0.74,60457527040000,0.17,948,286,恒润股份,10.01
219,深股通,BK0804,1011.65,7.43,0.74,29909010432000,0.41,980,344,广合科技,10.01
220,京东金融,BK0849,1482.83,10.78,0.73,238595624000,0.48,8,3,蔚蓝生物,5.75
221,毫米波概念,BK1124,1418.99,10.22,0.73,534682464000,0.57,33,8,铖昌科技,4.37
222,核能核电,BK0577,2106.41,15.18,0.73,2860827888000,0.39,98,37,兰石重装,10.0
223,第三代半导体,BK0952,1333.1,9.66,0.73,1659543808000,0.4,88,18,路维光电,6.02
224,通用航空,BK0625,5421.83,39.21,0.73,1036760016000,0.5,31,5,博云新材,2.58
225,养老金,BK0823,1363.1,9.91,0.73,3002898928000,0.34,139,38,建投能源,5.77
226,白酒,BK0896,2109.12,15.15,0.72,3673251728000,0.35,42,5,会稽山,4.88
227,Chiplet概念,BK1101,1501.61,10.75,0.72,690618912000,0.82,21,8,气派科技,3.27
228,PCB,BK0877,1723.17,12.38,0.72,1087319648000,0.49,60,27,广合科技,10.01
229,民爆概念,BK1066,1285.24,9.07,0.71,169324600000,0.39,13,4,保利联合,1.92
230,宁组合,BK1000,526.07,3.69,0.71,4292162992000,0.19,17,7,昭衍新药,3.79
231,PEEK材料概念,BK1156,1196.33,8.33,0.7,252653674000,0.33,20,6,华密新材,3.03
232,上证380,BK0705,2358.89,16.29,0.7,7928147456000,0.28,277,86,中谷物流,8.9
233,OLED,BK0840,2498.66,17.05,0.69,2070695808000,0.41,94,30,恒润股份,10.01
234,混合现实,BK1141,1304.72,8.89,0.69,992899008000,0.29,20,10,日久光电,7.35
235,MLOps概念,BK1132,1036.84,7.14,0.69,174706718000,0.47,6,3,万达信息,3.29
236,数字孪生,BK0861,1406.47,9.57,0.69,939871216000,0.54,61,18,中达安,3.07
237,国产芯片,BK0891,3109.31,21.0,0.68,9758317824000,0.44,258,96,天奥电子,8.04
238,锂电池,BK0574,2904.73,19.5,0.68,7714310912000,0.37,290,86,金银河,9.2
239,智能电网,BK0581,1658.04,11.26,0.68,1878491504000,0.6,131,40,银星能源,9.92
240,职业教育,BK1022,1217.26,8.08,0.67,617908320000,0.62,51,14,霍普股份,4.56
241,智能穿戴,BK0641,3059.34,20.25,0.67,2626740720000,0.41,81,34,乐心医疗,5.74
242,量子通信,BK0710,2381.71,15.95,0.67,1235651744000,0.32,32,11,天奥电子,8.04
243,知识产权,BK0839,1772.05,11.8,0.67,351520528000,0.55,32,9,莱美药业,4.66
244,东盟自贸区概念,BK1154,1124.08,7.46,0.67,178791024000,0.22,9,4,赛轮轮胎,3.19
245,深圳特区,BK0549,30920.56,203.75,0.66,9469690624000,0.28,256,76,建艺集团,10.0
246,固态电池,BK0968,1623.34,10.65,0.66,5339145216000,0.35,140,50,金银河,9.2
247,钒电池,BK1095,1108.31,7.22,0.66,489186240000,0.26,14,3,振华股份,2.34
248,电子车牌,BK0982,1312.18,8.62,0.66,158267657000,0.5,16,2,ST亚联,1.73
249,钛白粉,BK0805,1015.46,6.55,0.65,155231613000,0.23,10,1,振华股份,2.34
250,半导体概念,BK0917,1607.74,10.38,0.65,7851739136000,0.47,251,89,和林微纳,6.79
251,AH股,BK0499,7603.8,48.86,0.65,33319976704000,0.08,92,47,荣昌生物,7.71
252,柔性屏(折叠屏),BK1160,1342.67,8.73,0.65,967372288000,0.39,55,17,日久光电,7.35
253,参股保险,BK0604,2307.06,14.75,0.64,5742690560000,0.12,58,18,福瑞股份,3.35
254,次新股,BK0501,27649.86,174.79,0.64,846904672000,2.96,55,39,广合科技,10.01
255,生态农业,BK0669,1214.85,7.72,0.64,235608227000,0.67,33,6,蔚蓝生物,5.75
256,PVDF概念,BK1012,796.48,5.0,0.63,263793243000,0.35,10,4,ST联创,4.1
257,数据确权,BK1118,1529.85,9.58,0.63,280655808000,0.68,27,6,东港股份,4.99
258,富时罗素,BK0867,1505.5,9.45,0.63,61932960000000,0.2,914,312,森马服饰,10.03
259,沪企改革,BK0672,2515.57,15.6,0.62,926668736000,0.17,33,7,开开实业,3.9
260,氮化镓,BK0916,1227.36,7.55,0.62,914004336000,0.35,36,11,铖昌科技,4.37
261,星闪概念,BK1149,1418.35,8.73,0.62,503555280000,0.43,25,8,创耀科技,2.79
262,跨境电商,BK1115,1309.25,8.12,0.62,1392206368000,0.36,96,31,鹿得医疗,6.87
263,数字阅读,BK0959,1561.88,9.66,0.62,193231789000,0.3,16,3,凤凰传媒,2.46
264,HIT电池,BK0908,2085.64,12.64,0.61,592820672000,0.25,30,8,百川畅银,2.84
265,电子后视镜,BK1125,1499.81,9.13,0.61,368871456000,0.23,16,6,豪恩汽电,2.71
266,中超概念,BK0635,2071.33,12.31,0.6,157439473000,0.09,4,1,雷曼光电,1.46
267,中证500,BK0701,1968.89,11.65,0.6,13523960320000,0.27,350,125,森马服饰,10.03
268,智慧城市,BK0628,5082.81,30.2,0.6,2496796080000,0.49,155,56,地铁设计,6.2
269,中字头,BK0505,7886.59,45.95,0.59,14751462912000,0.09,72,23,中材科技,3.42
270,智慧政务,BK0886,1353.8,7.88,0.59,683226000000,0.8,62,20,宏景科技,4.95
271,ETC,BK0875,1606.79,9.41,0.59,377437056000,0.48,37,8,勘设股份,3.47
272,小米概念,BK0833,1839.2,10.56,0.58,3119605568000,0.46,145,53,和林微纳,6.79
273,手游概念,BK0642,1199.15,6.92,0.58,775043776000,0.48,35,11,国华网安,3.59
274,乡村振兴,BK0834,1396.87,8.05,0.58,1415869552000,0.44,96,36,山水比德,11.74
275,胎压监测,BK0898,2149.68,12.21,0.57,318556608000,0.49,17,8,亚太股份,4.84
276,无人驾驶,BK0802,1737.16,9.93,0.57,5805455616000,0.46,162,71,东风科技,6.28
277,磷化工,BK1010,669.05,3.75,0.56,707950752000,0.29,33,9,聚石化学,4.6
278,深成500,BK0568,1116.15,6.26,0.56,22230083584000,0.25,338,139,广合科技,10.01
279,稀土永磁,BK0578,2259.23,12.63,0.56,959158528000,0.3,45,13,久吾高科,2.92
280,苹果概念,BK0666,3013.59,16.87,0.56,2666229568000,0.33,86,37,和林微纳,6.79
281,物联网,BK0554,14156.8,79.22,0.56,8214008576000,0.46,265,89,港通医疗,5.64
282,虚拟现实,BK0722,1058.91,5.92,0.56,3341386224000,0.41,159,54,纬达光电,3.83
283,低价股,BK1053,967.1,5.17,0.54,2037261920000,0.33,157,43,丹化科技,10.04
284,3D打印,BK0619,5479.23,29.34,0.54,593234608000,0.74,48,13,迈普医学,5.0
285,钠离子电池,BK0988,1268.93,6.82,0.54,1879869216000,0.22,36,14,领湃科技,6.45
286,工程机械概念,BK0991,1377.2,7.4,0.54,1001501200000,0.3,32,16,大宏立,5.44
287,NFT概念,BK0997,1480.81,7.97,0.54,493551248000,0.59,38,14,汉邦高科,3.95
288,AI眼镜,BK1178,1714.78,8.97,0.53,1312706096000,0.44,52,26,纬达光电,3.83
289,熔盐储能,BK1103,862.79,4.51,0.53,75181266000,0.42,6,3,迪尔化工,3.11
