时间,最新价,金额,笔数,秒,成交额,代码,名称,昨收,今开,最高,最低,涨跌幅,振幅
09:25:00,7.0,192500.0,38,:00,192500.0,600987,航民股份,7.06,7.0,7.0,7.0,-0.85,0.0
09:30:00,7.0,0.0,0,:00,192500.0,600987,航民股份,7.06,7.0,7.0,7.0,-0.85,0.0
09:30:03,7.0,4200.0,1,:03,196700.0,600987,航民股份,7.06,7.0,7.0,7.0,-0.85,0.0
09:30:06,7.03,125134.0,14,:06,321834.0,600987,航民股份,7.06,7.0,7.03,7.0,-0.42,0.42
09:30:09,7.0,79100.0,20,:09,400934.0,600987,航民股份,7.06,7.0,7.03,7.0,-0.85,0.42
09:30:12,7.01,70100.0,30,:12,471034.0,600987,航民股份,7.06,7.0,7.03,7.0,-0.71,0.42
09:30:15,7.01,60987.0,39,:15,532021.0,600987,航民股份,7.06,7.0,7.03,7.0,-0.71,0.42
09:30:18,7.02,59670.0,19,:18,591691.0,600987,航民股份,7.06,7.0,7.03,7.0,-0.57,0.42
09:30:21,7.03,175750.0,31,:21,767441.0,600987,航民股份,7.06,7.0,7.03,7.0,-0.42,0.42
09:30:24,7.04,71808.0,13,:24,839249.0,600987,航民股份,7.06,7.0,7.04,7.0,-0.28,0.57
09:30:27,7.03,66785.0,19,:27,906034.0,600987,航民股份,7.06,7.0,7.04,7.0,-0.42,0.57
09:30:30,7.03,61864.0,26,:30,967898.0,600987,航民股份,7.06,7.0,7.04,7.0,-0.42,0.57
09:30:33,7.02,71604.0,20,:33,1039502.0,600987,航民股份,7.06,7.0,7.04,7.0,-0.57,0.57
09:30:36,7.01,133891.0,30,:36,1173393.0,600987,航民股份,7.06,7.0,7.04,7.0,-0.71,0.57
09:30:39,7.01,178054.0,40,:39,1351447.0,600987,航民股份,7.06,7.0,7.04,7.0,-0.71,0.57
09:30:42,7.0,91700.0,34,:42,1443147.0,600987,航民股份,7.06,7.0,7.04,7.0,-0.85,0.57
09:30:45,7.0,21000.0,11,:45,1464147.0,600987,航民股份,7.06,7.0,7.04,7.0,-0.85,0.57
09:30:48,6.99,28659.0,9,:48,1492806.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.99,0.71
09:30:51,7.0,6300.0,4,:51,1499106.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.85,0.71
09:30:54,7.0,2100.0,2,:54,1501206.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.85,0.71
09:30:57,7.0,0.0,0,:57,1501206.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.85,0.71
09:31:00,7.01,18226.0,11,:00,1519432.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:03,7.01,25937.0,23,:03,1545369.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:06,7.01,0.0,0,:06,1545369.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:09,7.03,8436.0,10,:09,1553805.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:31:12,7.01,3505.0,2,:12,1557310.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:15,7.01,0.0,0,:15,1557310.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:18,7.01,6309.0,8,:18,1563619.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:21,7.01,21731.0,11,:21,1585350.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:24,7.01,0.0,0,:24,1585350.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:27,7.01,0.0,0,:27,1585350.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:30,7.01,22432.0,5,:30,1607782.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:33,7.01,0.0,0,:33,1607782.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:36,7.01,2103.0,3,:36,1609885.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:39,7.01,21030.0,7,:39,1630915.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:42,7.01,11216.0,4,:42,1642131.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:45,7.01,6309.0,9,:45,1648440.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:48,7.01,0.0,0,:48,1648440.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:51,7.01,0.0,0,:51,1648440.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:31:54,7.01,0.0,0,:54,1648440.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:32:00,7.02,21762.0,11,:00,1670202.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:32:03,7.02,52650.0,12,:03,1722852.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:32:06,7.03,175047.0,16,:06,1897899.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:09,7.04,87296.0,9,:09,1985195.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.28,0.71
09:32:12,7.03,6327.0,5,:12,1991522.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:15,7.03,28823.0,8,:15,2020345.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:18,7.02,192348.0,7,:18,2212693.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:32:21,7.02,10530.0,2,:21,2223223.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:32:24,7.02,0.0,0,:24,2223223.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:32:27,7.03,4218.0,3,:27,2227441.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:30,7.02,2106.0,2,:30,2229547.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:32:33,7.03,5624.0,1,:33,2235171.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:36,7.03,703.0,1,:36,2235874.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:39,7.03,3515.0,5,:39,2239389.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:42,7.03,2109.0,3,:42,2241498.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:45,7.04,13376.0,3,:45,2254874.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.28,0.71
09:32:48,7.03,703.0,1,:48,2255577.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:51,7.03,703.0,1,:51,2256280.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:54,7.03,39368.0,26,:54,2295648.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:32:57,7.03,4218.0,4,:57,2299866.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:33:00,7.02,20358.0,11,:00,2320224.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:03,7.02,0.0,0,:03,2320224.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:06,7.02,2808.0,1,:06,2323032.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:09,7.02,0.0,0,:09,2323032.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:12,7.02,59670.0,13,:12,2382702.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:15,7.02,15444.0,4,:15,2398146.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:18,7.02,14040.0,6,:18,2412186.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:21,7.01,39957.0,12,:21,2452143.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:33:24,7.01,0.0,0,:24,2452143.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:33:27,7.02,702.0,1,:27,2452845.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:30,7.02,0.0,0,:30,2452845.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:33,7.02,0.0,0,:33,2452845.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:36,7.02,0.0,0,:36,2452845.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:39,7.02,9828.0,2,:39,2462673.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:42,7.02,1404.0,1,:42,2464077.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:45,7.01,23133.0,4,:45,2487210.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:33:48,7.02,702.0,1,:48,2487912.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:33:51,7.01,1402.0,1,:51,2489314.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:33:54,7.01,2103.0,1,:54,2491417.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:00,7.01,241144.0,2,:00,2732561.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:03,7.01,461959.0,17,:03,3194520.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:06,7.01,40658.0,6,:06,3235178.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:09,7.01,701.0,1,:09,3235879.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:12,7.02,3510.0,3,:12,3239389.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:34:15,7.01,119871.0,18,:15,3359260.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:18,7.01,701.0,1,:18,3359961.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:21,7.01,2804.0,2,:21,3362765.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:24,7.01,701.0,1,:24,3363466.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:27,7.02,11934.0,3,:27,3375400.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:34:30,7.01,2103.0,1,:30,3377503.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:33,7.01,0.0,0,:33,3377503.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:36,7.01,18927.0,2,:36,3396430.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:39,7.01,701.0,1,:39,3397131.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:42,7.01,15422.0,6,:42,3412553.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:34:45,7.02,65286.0,12,:45,3477839.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:34:48,7.02,0.0,0,:48,3477839.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:34:51,7.02,0.0,0,:51,3477839.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:34:54,7.02,7020.0,6,:54,3484859.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:35:00,7.01,7010.0,6,:00,3491869.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:35:03,7.02,14742.0,1,:03,3506611.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:35:06,7.02,18954.0,2,:06,3525565.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:35:09,7.02,0.0,0,:09,3525565.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:35:12,7.02,37206.0,9,:12,3562771.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:35:15,7.02,2808.0,1,:15,3565579.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:35:18,7.02,5616.0,1,:18,3571195.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:35:21,7.02,28782.0,6,:21,3599977.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:35:24,7.02,97578.0,23,:24,3697555.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:35:27,7.03,15466.0,12,:27,3713021.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:35:30,7.02,4914.0,3,:30,3717935.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:35:33,7.03,3515.0,2,:33,3721450.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:35:36,7.03,24605.0,5,:36,3746055.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:35:39,7.03,17575.0,1,:39,3763630.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:35:42,7.03,0.0,0,:42,3763630.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:35:45,7.03,36556.0,15,:45,3800186.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:35:48,7.03,23902.0,3,:48,3824088.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:35:51,7.03,28823.0,4,:51,3852911.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:00,7.02,23166.0,6,:00,3876077.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:36:03,7.02,4212.0,1,:03,3880289.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:36:06,7.03,6327.0,3,:06,3886616.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:09,7.03,3515.0,2,:09,3890131.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:12,7.03,133570.0,3,:12,4023701.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:15,7.03,2109.0,3,:15,4025810.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:18,7.03,5624.0,2,:18,4031434.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:21,7.02,2106.0,1,:21,4033540.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:36:24,7.03,2812.0,2,:24,4036352.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:27,7.03,0.0,0,:27,4036352.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:30,7.02,12636.0,4,:30,4048988.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:36:33,7.02,4212.0,1,:33,4053200.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:36:36,7.02,2808.0,2,:36,4056008.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:36:39,7.03,703.0,1,:39,4056711.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:42,7.02,32292.0,13,:42,4089003.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:36:45,7.02,0.0,0,:45,4089003.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:36:48,7.03,9842.0,1,:48,4098845.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:51,7.03,10545.0,2,:51,4109390.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:36:54,7.03,2812.0,1,:54,4112202.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:37:00,7.02,2808.0,3,:00,4115010.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:03,7.02,1404.0,2,:03,4116414.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:06,7.03,7030.0,1,:06,4123444.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:37:09,7.03,40774.0,2,:09,4164218.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:37:12,7.02,7020.0,2,:12,4171238.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:15,7.02,17550.0,5,:15,4188788.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:18,7.02,4212.0,1,:18,4193000.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:21,7.02,0.0,0,:21,4193000.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:24,7.02,3510.0,2,:24,4196510.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:27,7.02,7020.0,7,:27,4203530.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:30,7.02,2808.0,2,:30,4206338.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:33,7.03,10545.0,4,:33,4216883.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:37:36,7.03,0.0,0,:36,4216883.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:37:39,7.03,0.0,0,:39,4216883.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:37:42,7.02,4914.0,2,:42,4221797.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:45,7.02,0.0,0,:45,4221797.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:48,7.02,9126.0,8,:48,4230923.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:51,7.02,76518.0,22,:51,4307441.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:54,7.02,2808.0,3,:54,4310249.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:37:57,7.02,2106.0,3,:57,4312355.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:38:00,7.01,701.0,1,:00,4313056.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:38:03,7.01,0.0,0,:03,4313056.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:38:06,7.01,8412.0,2,:06,4321468.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:38:09,7.01,701.0,1,:09,4322169.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:38:12,7.01,4206.0,1,:12,4326375.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:38:15,7.01,0.0,0,:15,4326375.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:38:18,7.02,3510.0,4,:18,4329885.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:38:21,7.02,0.0,0,:21,4329885.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:38:24,7.02,170586.0,11,:24,4500471.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:38:27,7.01,701.0,1,:27,4501172.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.71,0.71
09:38:30,7.02,14742.0,5,:30,4515914.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:38:33,7.02,170586.0,18,:33,4686500.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:38:36,7.02,6318.0,3,:36,4692818.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:38:39,7.02,702.0,1,:39,4693520.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:38:42,7.03,703.0,1,:42,4694223.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:38:45,7.03,0.0,0,:45,4694223.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:38:48,7.03,0.0,0,:48,4694223.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:38:51,7.03,0.0,0,:51,4694223.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
09:38:54,7.02,702.0,1,:54,4694925.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:39:00,7.02,0.0,0,:00,4694925.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:39:03,7.02,0.0,0,:03,4694925.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.57,0.71
09:39:06,7.03,703.0,1,:06,4695628.0,600987,航民股份,7.06,7.0,7.04,6.99,-0.42,0.71
